{'reward_ctrl': -0.19475688626170531, 'reward_dist': -0.30473280942001846}
{'reward_ctrl': -1.171647015776363, 'reward_dist': -0.37787591642091561}
{'reward_ctrl': -1.7440857006797637, 'reward_dist': -0.37700622576504778}
{'reward_ctrl': -0.96155725802488179, 'reward_dist': -0.30340589836699716}
{'reward_ctrl': -0.81326634304613354, 'reward_dist': -0.29878730759705219}
{'reward_ctrl': -0.32121101959845433, 'reward_dist': -0.29272801328192366}
{'reward_ctrl': -1.3379704822905558, 'reward_dist': -0.29216959103173884}
{'reward_ctrl': -1.1583837813966842, 'reward_dist': -0.2985662758047602}
{'reward_ctrl': -0.79144245061748464, 'reward_dist': -0.30834030086251368}
{'reward_ctrl': -1.3809093941533535, 'reward_dist': -0.31379054364664299}
{'reward_ctrl': -0.3777532233336594, 'reward_dist': -0.31700203089689172}
{'reward_ctrl': -0.038420618293801237, 'reward_dist': -0.31463617847734787}
{'reward_ctrl': -0.72618498471780679, 'reward_dist': -0.30306408627967202}
{'reward_ctrl': -0.75421679332136071, 'reward_dist': -0.28470827445115915}
{'reward_ctrl': -0.94822038712295287, 'reward_dist': -0.26021237141122339}
{'reward_ctrl': -0.23404569920695673, 'reward_dist': -0.22724122179596612}
{'reward_ctrl': -0.28744545176617164, 'reward_dist': -0.18699746471113377}
{'reward_ctrl': -0.24512650281810847, 'reward_dist': -0.15565046906110785}
{'reward_ctrl': -0.73969288749413287, 'reward_dist': -0.15646495136125474}
{'reward_ctrl': -0.94076616243268929, 'reward_dist': -0.16229412955583503}
{'reward_ctrl': -0.61850431635855263, 'reward_dist': -0.16984170195494169}
{'reward_ctrl': -0.29520250681836663, 'reward_dist': -0.17918527187108704}
{'reward_ctrl': -0.23713433641831527, 'reward_dist': -0.18792022725123489}
{'reward_ctrl': -0.43382043449478358, 'reward_dist': -0.19138778355687683}
{'reward_ctrl': -0.83595802495233984, 'reward_dist': -0.18848378506543323}
{'reward_ctrl': -1.0753736806066121, 'reward_dist': -0.17734899203295781}
{'reward_ctrl': -0.15070840187697107, 'reward_dist': -0.16133690005776799}
{'reward_ctrl': -0.86836761433131004, 'reward_dist': -0.14635339723284921}
{'reward_ctrl': -0.94831504871220418, 'reward_dist': -0.13711501005741905}
{'reward_ctrl': -0.019776631027178845, 'reward_dist': -0.13279377934705114}
{'reward_ctrl': -0.13684821610472694, 'reward_dist': -0.13432668586770669}
{'reward_ctrl': -0.74883190244047093, 'reward_dist': -0.13972373158440046}
{'reward_ctrl': -0.87929877682206559, 'reward_dist': -0.14389869511838632}
{'reward_ctrl': -1.0443604589443258, 'reward_dist': -0.14182476561267118}
{'reward_ctrl': -0.015102347387064749, 'reward_dist': -0.13315803549023342}
{'reward_ctrl': -0.5906770844467979, 'reward_dist': -0.12167256021110436}
{'reward_ctrl': -0.24178805984466781, 'reward_dist': -0.11130419200400538}
{'reward_ctrl': -0.79744551893351945, 'reward_dist': -0.10238004420902436}
{'reward_ctrl': -0.2781168983313464, 'reward_dist': -0.09235609351385006}
{'reward_ctrl': -0.33779152870075624, 'reward_dist': -0.081676478389712953}
{'reward_ctrl': -0.73129339717302888, 'reward_dist': -0.071706021737095296}
{'reward_ctrl': -1.1947275020378547, 'reward_dist': -0.064986253193817081}
{'reward_ctrl': -0.040121904491248639, 'reward_dist': -0.059917878869067916}
{'reward_ctrl': -0.51918129244719247, 'reward_dist': -0.059069334477675324}
{'reward_ctrl': -0.83971512545603022, 'reward_dist': -0.069736840539500522}
{'reward_ctrl': -1.0801789272342659, 'reward_dist': -0.096262926276867861}
{'reward_ctrl': -0.86221515167225293, 'reward_dist': -0.13894630552676066}
{'reward_ctrl': -0.10772162965871013, 'reward_dist': -0.18944065767089763}
{'reward_ctrl': -0.78796424432426071, 'reward_dist': -0.23674087011690748}
{'reward_ctrl': -0.72024448129468843, 'reward_dist': -0.27395268063395306}
{'reward_ctrl': -1.7138788422876856, 'reward_dist': -0.30264518435980875}
{'reward_ctrl': -0.16580434100177804, 'reward_dist': -0.32732077161645445}
{'reward_ctrl': -1.3320672255696138, 'reward_dist': -0.34549581571056637}
{'reward_ctrl': -0.77616322860530174, 'reward_dist': -0.28939269841407117}
{'reward_ctrl': -1.4344066392821488, 'reward_dist': -0.28984664130632615}
{'reward_ctrl': -0.55449144025108155, 'reward_dist': -0.28979896648081016}
{'reward_ctrl': -0.40583313925883219, 'reward_dist': -0.28946252910804487}
{'reward_ctrl': -0.92448602461841189, 'reward_dist': -0.28880434728951015}
{'reward_ctrl': -0.9588301357409531, 'reward_dist': -0.28742790716926231}
{'reward_ctrl': -0.99237311554048202, 'reward_dist': -0.28461102685389988}
{'reward_ctrl': -0.55466328794633857, 'reward_dist': -0.27767876943897934}
{'reward_ctrl': -1.4969155607104585, 'reward_dist': -0.2653582720619837}
{'reward_ctrl': -0.64755959056436274, 'reward_dist': -0.24482901967876949}
{'reward_ctrl': -1.8614287038090915, 'reward_dist': -0.21370341603842399}
{'reward_ctrl': -0.48748350595994155, 'reward_dist': -0.18265758128898008}
{'reward_ctrl': -0.07739524645195052, 'reward_dist': -0.15570493658102114}
{'reward_ctrl': -1.713929449686157, 'reward_dist': -0.13128259351877275}
{'reward_ctrl': -0.49998777191404398, 'reward_dist': -0.11516708404862307}
{'reward_ctrl': -0.3730882632484871, 'reward_dist': -0.10619636908034157}
{'reward_ctrl': -0.36797261157778227, 'reward_dist': -0.10346466719469305}
{'reward_ctrl': -0.024248265777738188, 'reward_dist': -0.10954020391300735}
{'reward_ctrl': -0.19335124633891129, 'reward_dist': -0.12245717428829045}
{'reward_ctrl': -0.19968984788579722, 'reward_dist': -0.13716283969223717}
{'reward_ctrl': -0.50985163274196577, 'reward_dist': -0.14935255356011226}
{'reward_ctrl': -1.5468249520912625, 'reward_dist': -0.15911506358274879}
{'reward_ctrl': -0.37773882552873939, 'reward_dist': -0.16424500036371154}
{'reward_ctrl': -1.3396232377680628, 'reward_dist': -0.16422224501030017}
{'reward_ctrl': -1.5356704893801543, 'reward_dist': -0.16160708029295071}
{'reward_ctrl': -1.1338576677238166, 'reward_dist': -0.15708881910061365}
{'reward_ctrl': -0.872401098335431, 'reward_dist': -0.15488063661965329}
{'reward_ctrl': -1.0976920704494904, 'reward_dist': -0.15463097652975971}
{'reward_ctrl': -0.92424440033400812, 'reward_dist': -0.15061322669985672}
{'reward_ctrl': -0.79574803569761321, 'reward_dist': -0.14128802770353879}
{'reward_ctrl': -0.26564880372638078, 'reward_dist': -0.13100652556445774}
{'reward_ctrl': -0.31078818647017736, 'reward_dist': -0.12270097897507394}
{'reward_ctrl': -0.70570172267847353, 'reward_dist': -0.11615270518101056}
{'reward_ctrl': -0.16321576242547861, 'reward_dist': -0.11197763297113304}
{'reward_ctrl': -0.73531444192082618, 'reward_dist': -0.10986093665702422}
{'reward_ctrl': -0.78354380891468345, 'reward_dist': -0.11055307456058758}
{'reward_ctrl': -0.6114275614633613, 'reward_dist': -0.11309132720977827}
{'reward_ctrl': -1.0266703462348077, 'reward_dist': -0.11844640405391647}
{'reward_ctrl': -1.0352879047637136, 'reward_dist': -0.1235692624847083}
{'reward_ctrl': -0.98701316426008912, 'reward_dist': -0.12534139273924669}
{'reward_ctrl': -0.90834824272937287, 'reward_dist': -0.1187380147390345}
{'reward_ctrl': -0.51066299600707499, 'reward_dist': -0.10524429235907232}
{'reward_ctrl': -0.58715230564733312, 'reward_dist': -0.094193904088880342}
{'reward_ctrl': -0.68025579397087521, 'reward_dist': -0.08865359317809636}
{'reward_ctrl': -0.88412019587047785, 'reward_dist': -0.088433035576452712}
{'reward_ctrl': -0.23684349932862769, 'reward_dist': -0.089031768700070985}
{'reward_ctrl': -0.66447234181827719, 'reward_dist': -0.093463106456507627}
{'reward_ctrl': -0.21941842178055318, 'reward_dist': -0.1032601708430097}
{'reward_ctrl': -0.046581811783235755, 'reward_dist': -0.11817081525830893}
{'reward_ctrl': -0.25332079604297314, 'reward_dist': -0.13574152909296328}
{'reward_ctrl': -0.20830230778351555, 'reward_dist': -0.2637641178521124}
{'reward_ctrl': -0.25368555401261322, 'reward_dist': -0.26595705342118836}
{'reward_ctrl': -0.83052169299396295, 'reward_dist': -0.26889185588815068}
{'reward_ctrl': -1.3398207133117439, 'reward_dist': -0.26987115214712504}
{'reward_ctrl': -0.25437355540414863, 'reward_dist': -0.26921790236357113}
{'reward_ctrl': -0.71711452903844131, 'reward_dist': -0.26998056349031546}
{'reward_ctrl': -0.36092919883998931, 'reward_dist': -0.27684862266498456}
{'reward_ctrl': -0.23720062683299875, 'reward_dist': -0.28433687043174094}
{'reward_ctrl': -0.44851806941934252, 'reward_dist': -0.28700989004425892}
{'reward_ctrl': -0.69952167220299455, 'reward_dist': -0.29056095251388314}
{'reward_ctrl': -0.19650885634160642, 'reward_dist': -0.29371612758292748}
{'reward_ctrl': -1.0596819777745328, 'reward_dist': -0.29437232402211111}
{'reward_ctrl': -1.0335546993653535, 'reward_dist': -0.29770700393750749}
{'reward_ctrl': -0.71644243051395939, 'reward_dist': -0.3061012198774159}
{'reward_ctrl': -0.7094463014178547, 'reward_dist': -0.31409108223757848}
{'reward_ctrl': -1.0041969368796455, 'reward_dist': -0.32015720995936758}
{'reward_ctrl': -0.25500561298007474, 'reward_dist': -0.32723470961695511}
{'reward_ctrl': -0.92771638640062637, 'reward_dist': -0.33126035484424327}
{'reward_ctrl': -0.17632396981413598, 'reward_dist': -0.33067820324637592}
{'reward_ctrl': -0.92418189649658866, 'reward_dist': -0.32246577168695073}
{'reward_ctrl': -1.0758837935578078, 'reward_dist': -0.30746856400502065}
{'reward_ctrl': -0.071813278588590185, 'reward_dist': -0.28561146408555321}
{'reward_ctrl': -1.7902773956692235, 'reward_dist': -0.25668443085483178}
{'reward_ctrl': -0.54799856341253794, 'reward_dist': -0.22817770725978193}
{'reward_ctrl': -0.110655382534316, 'reward_dist': -0.20319452975984539}
{'reward_ctrl': -0.98720504599708869, 'reward_dist': -0.17947611210580716}
{'reward_ctrl': -0.015031858177565978, 'reward_dist': -0.15705821739129971}
{'reward_ctrl': -0.81997429438907421, 'reward_dist': -0.13574106884723172}
{'reward_ctrl': -0.32864279463498958, 'reward_dist': -0.11466577766963554}
{'reward_ctrl': -0.65976089038214003, 'reward_dist': -0.091781871925561906}
{'reward_ctrl': -0.59388060619243932, 'reward_dist': -0.070549903255303345}
{'reward_ctrl': -1.476727586390095, 'reward_dist': -0.056985901482623509}
{'reward_ctrl': -0.71354088107559588, 'reward_dist': -0.053526678537848954}
{'reward_ctrl': -0.72360158881502168, 'reward_dist': -0.052203634103585472}
{'reward_ctrl': -1.312497743510916, 'reward_dist': -0.048309303629230527}
{'reward_ctrl': -1.5659289071788685, 'reward_dist': -0.042476938429922353}
{'reward_ctrl': -0.47225747639580001, 'reward_dist': -0.045301405270847965}
{'reward_ctrl': -0.97768580705417107, 'reward_dist': -0.054096220328589587}
{'reward_ctrl': -1.0580540635499418, 'reward_dist': -0.065248244611973774}
{'reward_ctrl': -0.67694423664512893, 'reward_dist': -0.078566099599916547}
{'reward_ctrl': -0.56560875412635947, 'reward_dist': -0.090231759656316884}
{'reward_ctrl': -0.73172750412969156, 'reward_dist': -0.099618120876604627}
{'reward_ctrl': -0.40962062363967044, 'reward_dist': -0.10438881952250449}
{'reward_ctrl': -1.6224115507711643, 'reward_dist': -0.10808722248252073}
{'reward_ctrl': -1.4355928609717141, 'reward_dist': -0.10729037871561008}
{'reward_ctrl': -0.86399173705437637, 'reward_dist': -0.10024579176193774}
{'reward_ctrl': -0.12248869465904783, 'reward_dist': -0.097357984510555509}
{'reward_ctrl': -1.1448305126611171, 'reward_dist': -0.1017525595525807}
{'reward_ctrl': -0.079413358633035044, 'reward_dist': -0.11127223777821815}
{'reward_ctrl': -0.97908125354924935, 'reward_dist': -0.12487362991606162}
{'reward_ctrl': -0.54174117610153361, 'reward_dist': -0.40366459675227095}
{'reward_ctrl': -0.89325290404320778, 'reward_dist': -0.40210833716257099}
{'reward_ctrl': -0.048008428238085918, 'reward_dist': -0.39845334179521452}
{'reward_ctrl': -0.46033448654275466, 'reward_dist': -0.39427870683379129}
{'reward_ctrl': -0.070614974803421257, 'reward_dist': -0.38767093324287316}
{'reward_ctrl': -0.11321648517607172, 'reward_dist': -0.37680323271472238}
{'reward_ctrl': -1.4229238636502854, 'reward_dist': -0.36220123241260443}
{'reward_ctrl': -0.74837281113473852, 'reward_dist': -0.34538649476343619}
{'reward_ctrl': -0.1344921834908363, 'reward_dist': -0.32314524218224194}
{'reward_ctrl': -1.0393387648697565, 'reward_dist': -0.29618595072356702}
{'reward_ctrl': -0.28382638877521094, 'reward_dist': -0.27383679649642173}
{'reward_ctrl': -0.46772687651405304, 'reward_dist': -0.25548306289065947}
{'reward_ctrl': -1.5149199085488594, 'reward_dist': -0.24202929440275095}
{'reward_ctrl': -0.43718198893327243, 'reward_dist': -0.2408591676336409}
{'reward_ctrl': -0.60474521593408492, 'reward_dist': -0.25179433818929875}
{'reward_ctrl': -1.0316079844543862, 'reward_dist': -0.2618738090339881}
{'reward_ctrl': -0.020278535378415504, 'reward_dist': -0.26082054297024149}
{'reward_ctrl': -1.1400714479282197, 'reward_dist': -0.25322615389829761}
{'reward_ctrl': -1.2035574422309314, 'reward_dist': -0.25181533500129827}
{'reward_ctrl': -0.27306143213407463, 'reward_dist': -0.24997400414367302}
{'reward_ctrl': -1.2446331579273737, 'reward_dist': -0.2442556053986745}
{'reward_ctrl': -0.9749625303492544, 'reward_dist': -0.24847556500989568}
{'reward_ctrl': -0.55343358604442405, 'reward_dist': -0.26309343177837119}
{'reward_ctrl': -0.2351002329016397, 'reward_dist': -0.27636531283829668}
{'reward_ctrl': -1.1731617843079469, 'reward_dist': -0.28764096960288793}
{'reward_ctrl': -0.026316885832649631, 'reward_dist': -0.29991085203869394}
{'reward_ctrl': -0.70534778136357978, 'reward_dist': -0.3101721927929178}
{'reward_ctrl': -1.296759171223195, 'reward_dist': -0.31489481289516646}
{'reward_ctrl': -0.59378658337231727, 'reward_dist': -0.3122887150376375}
{'reward_ctrl': -0.92883113874527146, 'reward_dist': -0.3027930097261089}
{'reward_ctrl': -0.53343570882282099, 'reward_dist': -0.29237928557306175}
{'reward_ctrl': -0.79509195920874909, 'reward_dist': -0.28764108252627457}
{'reward_ctrl': -0.077173776151250789, 'reward_dist': -0.28194726214401411}
{'reward_ctrl': -0.21393902690740757, 'reward_dist': -0.27199854709294757}
{'reward_ctrl': -0.2602770677832193, 'reward_dist': -0.25992943515292805}
{'reward_ctrl': -0.059300619216335101, 'reward_dist': -0.24836822265686723}
{'reward_ctrl': -0.79192124911782746, 'reward_dist': -0.23742280638510069}
{'reward_ctrl': -0.5099366304584444, 'reward_dist': -0.22201121301670257}
{'reward_ctrl': -0.21037687683067685, 'reward_dist': -0.20863666423388022}
{'reward_ctrl': -0.64298526321289595, 'reward_dist': -0.21209970467246697}
{'reward_ctrl': -0.16391908094236499, 'reward_dist': -0.21676785216185984}
{'reward_ctrl': -1.1089450907487153, 'reward_dist': -0.21959604410603986}
{'reward_ctrl': -0.65427835328443118, 'reward_dist': -0.22313747715943152}
{'reward_ctrl': -0.23785881488155639, 'reward_dist': -0.22878780039523139}
{'reward_ctrl': -1.472735845241044, 'reward_dist': -0.23592364476521038}
{'reward_ctrl': -1.4258942307480162, 'reward_dist': -0.24044664845529642}
{'reward_ctrl': -0.04155388585344668, 'reward_dist': -0.23810548880782026}
{'reward_ctrl': -0.075131609091077037, 'reward_dist': -0.23202748533172735}
{'reward_ctrl': -1.3079664875514017, 'reward_dist': -0.22534753269758931}
{'reward_ctrl': -0.47130157333087014, 'reward_dist': -0.21983805687303315}
{'reward_ctrl': -0.37151462897175996, 'reward_dist': -0.21365234743391626}
{'reward_ctrl': -1.3916817223840279, 'reward_dist': -0.2168125376148145}
{'reward_ctrl': -0.95043476639504609, 'reward_dist': -0.23012230986234519}
{'reward_ctrl': -0.97373053026424516, 'reward_dist': -0.25400950040904735}
{'reward_ctrl': -1.2625273902332443, 'reward_dist': -0.2824793446432084}
{'reward_ctrl': -0.47089883115336623, 'reward_dist': -0.30924168385304335}
{'reward_ctrl': -0.30671224313537926, 'reward_dist': -0.33041851695005153}
{'reward_ctrl': -0.84158245066243098, 'reward_dist': -0.34032200352704517}
